#t	e1x	e1y	e1z	e2x	e2y	e2z
95.9	-8640.58	-807.502	-1963.98	-8640.58	-807.502	-2058.98
96	-8285.6	-962.401	-1901.98	-8285.6	-962.401	-1996.98
96.1	-8191.02	-888.826	-2381.4	-8191.02	-888.826	-2476.4
96.2	-8200.44	-882.088	-2882.22	-8200.44	-882.088	-2977.22
96.3	-7923.08	-1027.45	-2676.35	-7923.08	-1027.45	-2771.35
96.4	-8105.49	-1086.97	-2696.3	-8105.49	-1086.97	-2791.3
96.5	-8049.07	-1025.33	-2885.61	-8049.07	-1025.33	-2980.61
96.6	-8040.54	-677.538	-2469.22	-8040.54	-677.538	-2564.22
96.7	-7939.77	-902.633	-2712.94	-7939.77	-902.633	-2807.94
96.8	-8063.2	-713.645	-2529.53	-8063.2	-713.645	-2624.53
96.9	-7844.93	-932.95	-1807.79	-7844.93	-932.95	-1902.79
97	-7901.92	-976.265	-976.645	-7901.92	-976.265	-1071.64
97.1	-7994.09	-1101.05	-1243.03	-7994.09	-1101.05	-1338.03
97.2	-7924.77	-835.958	-1754.5	-7924.77	-835.958	-1849.5
97.3	-7811.46	-923.034	-1896.77	-7811.46	-923.034	-1991.77
97.4	-7730.79	-539.452	-2171.07	-7730.79	-539.452	-2266.07
97.5	-7679.88	-495.131	-1793.22	-7679.88	-495.131	-1888.22
97.6	-7620.74	-195.81	-2024.39	-7620.74	-195.81	-2119.39
97.7	-7679.29	-288.073	-1943.14	-7679.29	-288.073	-2038.14
97.8	-7781.99	-337.089	-2500.5	-7781.99	-337.089	-2595.5
97.9	-7762.73	-515.016	-2212.04	-7762.73	-515.016	-2307.04
98	-7672.56	-174.364	-2302.57	-7672.56	-174.364	-2397.57
98.1	-7661.47	-197.673	-1817.42	-7661.47	-197.673	-1912.42
98.2	-7654.97	-288.243	-1668.47	-7654.97	-288.243	-1763.47
98.3	-7612.62	-359.987	-1363.34	-7612.62	-359.987	-1458.34
98.4	-7693.02	-561.734	-1053.21	-7693.02	-561.734	-1148.21
98.5	-7511.22	-691.497	-1144.48	-7511.22	-691.497	-1239.48
98.6	-7595.98	-862.69	-1251.82	-7595.98	-862.69	-1346.82
98.7	-7731.83	-805.86	-959.087	-7731.83	-805.86	-1054.09
98.8	-7451.21	-648.01	-613.966	-7451.21	-648.01	-708.966
98.9	-7487.33	-687.888	-285.428	-7487.33	-687.888	-380.428
99	-7218	-798.729	-639.701	-7218	-798.729	-734.701
99.1	-7247.75	-875.002	-132.313	-7247.75	-875.002	-227.313
99.2	-6993.98	-916.561	241.732	-6993.98	-916.561	146.732
99.3	-7125.07	-958.87	423.907	-7125.07	-958.87	328.907
99.4	-7374.02	-963.174	690.361	-7374.02	-963.174	595.361
99.5	-7051.98	-1144.47	568.775	-7051.98	-1144.47	473.775
99.6	-7126.38	-1132.04	-67.0742	-7126.38	-1132.04	-162.074
99.7	-7202.09	-729.764	93.9363	-7202.09	-729.764	-1.06373
99.8	-7133.31	-648.623	-4.50482	-7133.31	-648.623	-99.5048
99.9	-7256.41	-439.805	-384.036	-7256.41	-439.805	-479.036
